Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
43,135815,117606,382,50,2,12.82,12,0.5,Bachelor's,Part-time,Single,Yes,Yes,Home,Yes,0
20,109299,237498,720,101,3,23.51,48,0.63,High School,Part-time,Divorced,Yes,No,Other,Yes,0
36,36766,238080,841,7,2,10.38,24,0.3,High School,Self-employed,Married,Yes,No,Business,Yes,1
37,110938,104428,352,66,1,12.9,24,0.84,High School,Self-employed,Divorced,No,No,Other,Yes,0
49,20550,195705,466,107,2,18.72,12,0.6,Master's,Self-employed,Divorced,No,No,Education,No,0
24,99820,100491,328,39,3,11.46,24,0.64,PhD,Unemployed,Single,Yes,No,Business,Yes,0
69,50325,194550,469,73,3,11.84,60,0.55,PhD,Part-time,Married,Yes,No,Home,Yes,0
58,90691,58855,614,119,2,14.19,36,0.61,Master's,Part-time,Married,No,Yes,Other,Yes,0
50,29876,203759,342,69,4,15.41,24,0.26,Master's,Unemployed,Single,Yes,Yes,Education,No,0
57,120684,69420,642,96,1,5.6,48,0.17,PhD,Self-employed,Married,No,No,Home,Yes,0
56,49119,138981,678,22,1,10.58,24,0.11,Bachelor's,Part-time,Single,No,No,Education,Yes,0
35,127186,91246,806,75,2,6.69,24,0.73,Master's,Self-employed,Divorced,Yes,No,Business,No,0
57,23764,78444,315,21,2,24.61,36,0.56,Bachelor's,Part-time,Single,Yes,No,Auto,Yes,0
18,148711,221638,477,16,2,19.44,24,0.9,Master's,Full-time,Married,Yes,Yes,Education,No,0
28,38051,210838,595,105,1,4.98,24,0.6,High School,Unemployed,Single,Yes,Yes,Home,Yes,0
45,146321,148088,304,106,2,18.69,24,0.5,PhD,Part-time,Married,Yes,No,Education,No,1
42,44991,63637,312,28,3,7.54,24,0.14,PhD,Full-time,Married,No,Yes,Home,Yes,0
67,27623,71510,680,91,2,17.82,24,0.67,PhD,Full-time,Married,Yes,No,Business,No,0
40,58540,127266,476,116,2,15.66,24,0.33,Bachelor's,Part-time,Married,Yes,Yes,Auto,Yes,0
48,51719,248465,339,23,3,9.41,60,0.46,Master's,Unemployed,Married,No,No,Business,No,0
47,34638,136472,754,6,4,20.06,60,0.15,Master's,Part-time,Married,No,Yes,Auto,Yes,0
59,49164,162916,530,18,1,15.52,60,0.57,Bachelor's,Self-employed,Single,Yes,Yes,Education,No,0
52,139946,184340,499,95,1,19.53,60,0.36,Master's,Self-employed,Single,Yes,Yes,Education,Yes,0
24,83151,234323,324,64,1,9.38,12,0.21,Master's,Full-time,Divorced,No,No,Auto,No,0
33,60484,116501,546,97,1,22.56,24,0.39,High School,Part-time,Married,No,Yes,Other,Yes,0
43,56029,237121,518,29,4,22.24,36,0.38,Master's,Part-time,Divorced,No,No,Other,Yes,0
65,127576,205024,461,58,4,11.9,60,0.73,Master's,Full-time,Married,Yes,No,Home,No,0
69,16945,167105,396,30,4,5.78,60,0.87,PhD,Full-time,Married,Yes,No,Auto,No,0
66,126029,11864,787,23,1,10.72,36,0.76,Master's,Full-time,Single,Yes,No,Education,No,0
19,92790,52133,815,14,3,14.88,24,0.11,PhD,Self-employed,Married,No,No,Education,Yes,0
18,94495,194108,626,31,1,18.03,36,0.21,Master's,Self-employed,Married,Yes,No,Education,Yes,0
65,60298,97181,399,20,1,4.21,24,0.32,PhD,Part-time,Single,No,No,Business,Yes,0
29,21718,150488,816,81,2,7.83,12,0.21,Bachelor's,Full-time,Divorced,No,Yes,Home,Yes,0
22,17957,64185,659,3,3,24.28,60,0.3,PhD,Unemployed,Single,No,No,Auto,Yes,0
54,110964,63551,641,110,1,12.37,12,0.52,Master's,Self-employed,Divorced,No,Yes,Auto,No,0
49,22881,151191,823,118,3,12.17,48,0.48,Bachelor's,Full-time,Single,No,No,Auto,Yes,0
26,27633,130243,518,82,3,23.74,60,0.63,PhD,Self-employed,Divorced,Yes,No,Home,Yes,0
58,122515,180859,698,45,3,3.4,48,0.33,Bachelor's,Full-time,Single,Yes,No,Other,No,0
52,129391,222103,402,84,2,2.92,24,0.8,High School,Unemployed,Divorced,No,No,Auto,Yes,0
36,118282,106919,718,112,1,13.88,24,0.4,PhD,Self-employed,Married,Yes,Yes,Education,No,0
65,30370,170883,648,20,3,9.49,24,0.67,Master's,Unemployed,Single,No,Yes,Home,Yes,0
33,100822,249620,592,17,4,7.93,60,0.69,High School,Self-employed,Married,Yes,No,Education,Yes,0
20,143978,42768,559,83,3,12.47,60,0.69,High School,Self-employed,Divorced,No,No,Education,No,0
37,98252,76613,586,119,1,21.6,60,0.74,Master's,Full-time,Single,No,No,Education,No,0
41,83488,73238,324,19,3,6.3,48,0.4,Bachelor's,Self-employed,Divorced,Yes,Yes,Education,Yes,0
50,90093,124701,331,33,2,4.39,48,0.47,PhD,Self-employed,Divorced,No,No,Home,No,0
41,147188,136447,517,85,1,7.01,24,0.38,High School,Part-time,Married,Yes,No,Education,Yes,0
69,109647,130258,644,17,2,8.12,60,0.5,Master's,Part-time,Single,No,No,Auto,No,0
28,123690,163015,435,24,2,23.05,48,0.16,Master's,Full-time,Married,Yes,No,Auto,No,0
66,93229,196998,677,5,1,13.72,36,0.63,Bachelor's,Self-employed,Married,No,No,Business,Yes,0
25,111552,46936,777,99,1,7.28,24,0.14,Master's,Full-time,Divorced,No,No,Education,No,0
53,133523,157184,569,38,4,19.32,12,0.1,PhD,Full-time,Divorced,No,Yes,Auto,Yes,0
55,138123,129240,773,44,1,17.53,60,0.84,Master's,Self-employed,Divorced,Yes,Yes,Home,No,0
57,50597,24961,399,70,4,24.8,36,0.34,Master's,Full-time,Divorced,No,Yes,Home,Yes,0
37,113145,74341,598,58,4,14.59,24,0.3,High School,Full-time,Married,Yes,No,Education,No,0
52,95299,81939,444,99,2,3.23,60,0.79,PhD,Part-time,Married,No,Yes,Home,No,0
65,46626,140364,406,61,2,3.55,48,0.62,PhD,Full-time,Single,Yes,No,Home,No,0
42,75794,14788,552,26,1,10.96,24,0.63,High School,Full-time,Married,No,No,Home,Yes,0
52,125986,138424,745,99,3,14.46,36,0.88,High School,Full-time,Married,No,Yes,Auto,Yes,1
42,33131,71783,422,78,3,13.99,24,0.84,Bachelor's,Self-employed,Single,Yes,Yes,Other,No,0
46,32886,86815,341,33,1,19.71,60,0.17,Bachelor's,Unemployed,Married,Yes,Yes,Auto,Yes,0
35,110748,196239,379,1,4,21.51,48,0.26,High School,Self-employed,Divorced,Yes,Yes,Education,No,0
63,64784,123091,672,58,4,17.2,48,0.33,Master's,Part-time,Single,Yes,No,Home,Yes,0
35,59929,182885,691,115,2,17.82,12,0.8,Bachelor's,Unemployed,Divorced,No,No,Education,No,0
19,126702,50493,589,42,2,17.21,48,0.21,Bachelor's,Full-time,Single,Yes,Yes,Business,No,0
52,40949,89073,371,0,2,3.69,12,0.66,Bachelor's,Self-employed,Single,No,Yes,Education,No,0
33,80939,97406,715,97,3,16.61,48,0.86,Master's,Full-time,Single,Yes,No,Business,No,0
58,19553,179459,364,65,3,2.72,48,0.78,Master's,Self-employed,Married,Yes,Yes,Other,No,0
53,68103,121907,681,51,1,8.24,24,0.79,Master's,Part-time,Divorced,No,No,Other,Yes,0
50,61012,146528,423,110,2,24.35,48,0.74,Bachelor's,Self-employed,Divorced,No,No,Business,Yes,0
21,83269,16848,747,115,3,7.24,60,0.74,Master's,Self-employed,Divorced,Yes,Yes,Home,Yes,0
50,66861,119251,839,80,4,20.1,24,0.69,PhD,Unemployed,Single,No,Yes,Home,Yes,0
31,94001,186700,808,26,4,9.97,60,0.41,High School,Full-time,Divorced,Yes,No,Business,Yes,1
38,90026,85781,728,84,1,19.95,36,0.7,Bachelor's,Unemployed,Married,Yes,No,Education,Yes,0
65,20013,227242,730,65,1,21.93,12,0.67,PhD,Part-time,Single,No,Yes,Business,No,0
37,116949,42529,662,8,3,23.12,24,0.16,PhD,Full-time,Single,Yes,Yes,Business,Yes,0
25,43470,188375,490,99,4,13.53,48,0.63,Master's,Full-time,Single,Yes,Yes,Business,No,0
24,64544,138247,839,9,2,14.52,36,0.31,High School,Unemployed,Single,Yes,Yes,Business,No,0
20,37722,220616,473,83,3,9.85,24,0.68,PhD,Part-time,Married,Yes,Yes,Other,No,0
34,126552,174472,812,38,3,24.21,48,0.18,Master's,Unemployed,Divorced,No,No,Other,No,0
50,147122,139900,832,63,4,6.21,60,0.61,PhD,Part-time,Single,Yes,No,Home,No,0
65,96299,51752,455,69,4,15.43,36,0.87,PhD,Self-employed,Divorced,Yes,No,Auto,Yes,0
29,76596,161843,374,67,4,19.31,48,0.21,Bachelor's,Full-time,Married,Yes,No,Other,No,1
68,91446,65709,653,0,4,21.77,60,0.28,Bachelor's,Part-time,Married,Yes,Yes,Auto,Yes,0
39,67640,17812,402,20,1,14.97,12,0.41,High School,Part-time,Married,Yes,No,Business,No,0
39,135974,172423,518,99,2,13.47,48,0.39,PhD,Full-time,Single,No,Yes,Home,Yes,0
63,103486,21859,676,107,2,8.22,48,0.73,PhD,Unemployed,Divorced,Yes,Yes,Home,Yes,0
47,114729,152289,309,98,1,3.84,12,0.8,Bachelor's,Self-employed,Divorced,No,No,Business,No,0
55,144351,153788,814,35,3,16.42,48,0.55,Master's,Self-employed,Divorced,Yes,No,Other,No,1
55,137136,196226,695,53,1,19.07,12,0.45,Bachelor's,Unemployed,Married,Yes,Yes,Education,No,0
62,82032,25481,465,70,4,4.79,24,0.62,PhD,Self-employed,Single,Yes,No,Education,Yes,0
68,120816,49277,748,38,4,18.69,12,0.61,Bachelor's,Self-employed,Married,Yes,No,Home,No,0
25,138579,181181,535,49,1,5.48,24,0.17,Master's,Part-time,Married,Yes,Yes,Auto,Yes,0
44,123224,129392,617,30,2,6.27,60,0.59,PhD,Unemployed,Single,No,No,Business,No,0
44,69372,182126,376,101,4,6.17,48,0.58,Master's,Unemployed,Divorced,No,No,Home,Yes,0
51,122296,187785,553,23,2,7.64,48,0.16,PhD,Full-time,Married,Yes,Yes,Other,Yes,0
38,37962,143441,679,17,2,17.12,24,0.3,Master's,Full-time,Divorced,No,Yes,Education,Yes,1
47,46335,240597,453,42,1,4.58,12,0.21,High School,Part-time,Single,Yes,Yes,Auto,Yes,0
50,111010,220554,475,76,1,22.62,24,0.79,Bachelor's,Self-employed,Divorced,No,Yes,Home,No,0
45,109740,243284,711,10,1,9.63,36,0.55,Master's,Part-time,Single,Yes,No,Auto,No,0
64,47552,212203,842,114,2,6.91,24,0.71,High School,Part-time,Divorced,Yes,No,Auto,Yes,0
50,18906,194770,635,4,3,10.52,12,0.48,Bachelor's,Self-employed,Divorced,Yes,No,Auto,No,1
22,28117,212209,695,83,3,22.09,48,0.15,Bachelor's,Unemployed,Married,Yes,No,Other,Yes,1
65,144737,114935,497,61,2,6.16,60,0.82,Master's,Unemployed,Married,No,No,Home,Yes,0
36,101388,219183,493,65,1,13.85,48,0.56,PhD,Full-time,Divorced,Yes,No,Education,No,0
21,15954,103009,774,54,3,24.54,36,0.53,Master's,Unemployed,Single,No,Yes,Other,No,0
52,80726,106098,477,79,2,9.76,24,0.49,Master's,Part-time,Single,Yes,Yes,Education,No,0
66,94405,99918,481,94,3,14.82,60,0.23,PhD,Self-employed,Single,Yes,No,Business,Yes,0
34,24764,161647,670,111,2,11.14,36,0.42,PhD,Self-employed,Single,Yes,No,Other,No,0
61,99528,40005,374,111,1,7.11,24,0.53,Bachelor's,Unemployed,Single,Yes,No,Auto,Yes,0
45,66737,20903,413,108,4,10.26,24,0.8,PhD,Unemployed,Single,No,No,Business,Yes,1
47,111570,105113,551,50,3,14.17,48,0.82,PhD,Full-time,Divorced,No,No,Auto,Yes,1
46,21073,52020,773,115,1,5.07,12,0.2,Master's,Part-time,Married,Yes,No,Business,Yes,1
63,32500,224408,634,77,1,13.39,60,0.41,Master's,Full-time,Married,No,Yes,Home,No,0
23,140592,152242,737,98,3,12.72,48,0.13,Bachelor's,Part-time,Single,Yes,No,Home,No,0
52,89505,80340,634,19,3,20.02,36,0.5,PhD,Self-employed,Single,No,No,Home,Yes,0
58,84901,120786,761,8,4,20.53,36,0.61,Master's,Full-time,Single,Yes,No,Business,No,0
54,33660,227356,782,64,3,2.64,12,0.55,Bachelor's,Part-time,Divorced,Yes,Yes,Home,Yes,0
41,112529,145723,610,46,4,14.42,36,0.51,Master's,Full-time,Married,Yes,No,Home,No,0
46,54693,169555,513,6,2,4.31,12,0.19,PhD,Unemployed,Single,No,No,Auto,No,0
66,81801,6871,646,60,3,16.32,12,0.68,Bachelor's,Unemployed,Single,No,Yes,Home,Yes,0
63,141579,218850,360,55,4,7.12,60,0.31,Bachelor's,Unemployed,Married,Yes,No,Other,Yes,0
48,93300,211605,456,11,4,10.35,24,0.32,Master's,Self-employed,Divorced,No,No,Other,No,0
52,108825,245290,653,76,1,2.85,60,0.85,High School,Part-time,Married,Yes,Yes,Other,No,0
50,80680,175937,732,11,3,14.5,12,0.38,Bachelor's,Unemployed,Divorced,Yes,No,Other,No,1
69,53557,239096,789,116,2,16.37,60,0.15,Bachelor's,Full-time,Divorced,Yes,No,Education,No,0
38,149975,156294,611,88,3,13.9,12,0.56,PhD,Part-time,Single,Yes,Yes,Business,No,0
49,96778,68210,536,37,3,17.97,36,0.4,Master's,Self-employed,Divorced,Yes,Yes,Auto,Yes,0
40,99026,123150,497,63,2,15.17,12,0.87,High School,Part-time,Divorced,Yes,Yes,Home,Yes,0
50,33014,118574,344,2,1,19.84,12,0.84,Master's,Full-time,Single,Yes,No,Business,No,0
20,125194,154168,536,17,3,10.27,12,0.22,High School,Self-employed,Single,No,No,Business,Yes,0
35,73542,216167,405,68,3,16.54,36,0.38,PhD,Full-time,Divorced,Yes,No,Other,No,0
42,96539,243212,837,99,2,2.25,12,0.83,Master's,Full-time,Married,Yes,Yes,Other,Yes,0
59,78631,16521,826,110,1,24.81,36,0.73,Master's,Full-time,Divorced,No,No,Education,Yes,0
48,95084,204381,723,6,3,23.45,12,0.32,High School,Self-employed,Single,No,Yes,Other,Yes,0
20,70614,112869,506,60,1,8.09,36,0.78,High School,Part-time,Divorced,Yes,Yes,Education,Yes,1
57,70279,13832,379,41,2,7.92,24,0.23,Master's,Self-employed,Single,Yes,No,Home,No,0
63,38176,52978,370,2,3,15.49,60,0.84,Bachelor's,Self-employed,Single,Yes,No,Business,No,0
41,70467,49877,690,91,2,13.8,24,0.69,Bachelor's,Self-employed,Single,No,No,Education,No,0
67,86990,98898,521,12,4,2.4,36,0.32,High School,Unemployed,Divorced,No,No,Business,No,0
49,97194,6756,479,24,2,10.2,48,0.22,Bachelor's,Part-time,Divorced,Yes,No,Education,Yes,0
64,34681,90593,678,96,3,2.91,36,0.21,Bachelor's,Self-employed,Married,No,No,Home,No,0
39,94038,166144,715,4,1,4.73,36,0.36,Bachelor's,Full-time,Single,No,Yes,Auto,No,0
40,96803,113636,739,27,2,10.26,24,0.31,Bachelor's,Unemployed,Married,No,Yes,Auto,Yes,0
19,66280,130725,495,117,1,18.09,24,0.66,PhD,Unemployed,Single,No,No,Other,No,0
44,117886,24397,679,27,3,4.64,24,0.64,Bachelor's,Self-employed,Married,No,Yes,Business,No,0
59,62619,199692,414,23,1,16.92,12,0.61,Bachelor's,Self-employed,Married,Yes,No,Home,Yes,0
19,37915,154326,325,53,3,2.49,48,0.74,High School,Self-employed,Single,Yes,Yes,Other,Yes,0
43,64266,219314,320,81,1,14.87,60,0.33,High School,Part-time,Divorced,Yes,Yes,Business,Yes,0
34,146364,243719,555,30,1,2.37,24,0.63,High School,Part-time,Single,No,No,Business,No,0
57,39476,74426,718,82,3,18.14,12,0.62,High School,Part-time,Married,Yes,Yes,Auto,Yes,0
50,86461,128874,602,39,3,20.58,12,0.75,Master's,Self-employed,Divorced,Yes,Yes,Education,Yes,0
26,48143,24854,435,95,2,21.35,60,0.33,Bachelor's,Full-time,Single,Yes,No,Other,No,0
60,143376,210111,307,69,4,21.88,24,0.72,High School,Full-time,Married,No,Yes,Home,Yes,0
65,109863,23012,802,99,2,13.2,48,0.42,Bachelor's,Part-time,Single,Yes,No,Auto,No,0
56,60506,226352,505,58,3,18.01,60,0.38,Bachelor's,Self-employed,Divorced,No,No,Education,Yes,1
46,130449,100266,341,52,1,18.26,24,0.85,PhD,Self-employed,Married,No,No,Auto,Yes,0
59,139807,122762,794,82,1,10.11,12,0.36,Master's,Self-employed,Married,No,Yes,Business,No,0
43,48279,118998,571,22,3,15.03,24,0.29,Bachelor's,Self-employed,Single,No,No,Home,No,0
52,89486,20728,848,12,4,12.85,12,0.59,High School,Unemployed,Married,Yes,Yes,Other,No,0
67,123299,233487,624,115,2,6.1,24,0.18,PhD,Part-time,Single,Yes,No,Other,No,0
42,106797,242028,427,61,2,3.81,12,0.46,Master's,Self-employed,Single,No,No,Home,No,0
41,134204,189185,675,23,4,8.55,36,0.7,Bachelor's,Part-time,Divorced,Yes,Yes,Home,No,0
30,119467,142355,630,58,1,10.92,12,0.4,Master's,Self-employed,Married,No,Yes,Auto,No,0
24,131393,140113,320,66,1,11.08,36,0.34,Master's,Full-time,Single,No,Yes,Education,No,0
53,77583,179212,420,9,2,20.42,60,0.49,Master's,Part-time,Single,Yes,No,Other,Yes,0
62,124174,80143,494,110,2,17.19,36,0.36,Bachelor's,Full-time,Divorced,No,Yes,Home,Yes,0
37,52295,104156,514,56,3,5.72,36,0.49,High School,Unemployed,Divorced,No,Yes,Education,No,0
18,79231,157380,776,24,2,13.71,60,0.89,High School,Full-time,Married,Yes,No,Other,No,0
25,78243,222966,616,18,1,18.66,60,0.74,High School,Full-time,Divorced,No,Yes,Home,Yes,0
63,88324,15440,501,27,4,18.59,24,0.26,PhD,Unemployed,Single,Yes,Yes,Home,Yes,0
33,79201,217455,459,82,4,23.06,12,0.17,PhD,Part-time,Single,Yes,No,Auto,Yes,0
31,146965,32296,687,60,4,3.34,24,0.51,Master's,Full-time,Married,No,Yes,Education,Yes,0
29,60231,108847,364,66,2,8.76,36,0.84,Master's,Part-time,Single,No,No,Education,Yes,0
68,92660,202389,824,119,2,13.71,48,0.51,Bachelor's,Self-employed,Single,Yes,Yes,Other,No,0
40,85694,50722,827,88,3,6.01,60,0.53,Bachelor's,Unemployed,Single,Yes,No,Auto,Yes,0
32,72104,55257,771,3,4,2.25,12,0.23,Master's,Unemployed,Divorced,Yes,Yes,Home,No,0
45,113966,241109,769,101,3,8.93,12,0.43,Master's,Full-time,Divorced,Yes,Yes,Business,No,0
51,65738,40224,530,40,1,18.54,48,0.16,High School,Unemployed,Divorced,No,Yes,Business,No,0
19,90296,14357,541,51,2,15.69,48,0.15,Master's,Full-time,Single,No,No,Other,Yes,0
49,99272,133880,425,34,3,7.07,60,0.59,PhD,Part-time,Divorced,No,No,Other,No,0
40,85946,20737,350,67,4,19.67,24,0.23,High School,Full-time,Married,Yes,Yes,Home,No,0
39,120980,93703,415,103,3,20.87,60,0.12,Bachelor's,Full-time,Divorced,Yes,No,Education,Yes,0
68,145503,183534,316,18,3,18.11,36,0.44,Bachelor's,Self-employed,Single,No,Yes,Education,No,1
42,63648,220167,684,60,2,2.73,60,0.72,Bachelor's,Full-time,Single,Yes,No,Auto,No,0
39,49381,138288,348,102,4,7.78,24,0.44,High School,Self-employed,Single,Yes,Yes,Business,Yes,0
39,57128,18767,328,106,4,2.07,12,0.23,PhD,Full-time,Divorced,Yes,No,Home,Yes,0
66,139669,215085,563,103,2,14.31,36,0.26,PhD,Self-employed,Divorced,Yes,Yes,Other,No,0
69,17779,115520,775,43,1,10.37,12,0.61,PhD,Self-employed,Single,Yes,No,Home,No,0
59,110815,46704,700,112,1,17.96,24,0.51,High School,Self-employed,Married,Yes,No,Education,Yes,0
23,92689,237221,671,87,4,8.1,24,0.6,High School,Unemployed,Married,Yes,No,Business,No,0
32,18881,58835,658,18,1,8.18,48,0.65,Bachelor's,Part-time,Divorced,Yes,No,Home,No,0
60,100452,170578,656,58,2,6.88,36,0.47,PhD,Self-employed,Single,Yes,Yes,Auto,Yes,0
54,55135,87353,614,59,3,21.9,48,0.49,High School,Unemployed,Single,Yes,No,Business,Yes,0
50,89376,191758,774,24,3,8.3,24,0.79,PhD,Self-employed,Single,Yes,No,Auto,No,0
25,101427,108922,676,58,3,21.2,12,0.39,Bachelor's,Self-employed,Single,Yes,No,Business,Yes,1
61,60507,220267,413,11,1,18.3,48,0.88,PhD,Unemployed,Married,Yes,Yes,Other,Yes,0
61,108552,141001,341,41,3,18.05,36,0.42,Master's,Self-employed,Single,Yes,No,Other,No,0
22,78113,152672,648,11,2,10.59,60,0.55,Bachelor's,Part-time,Single,No,No,Home,Yes,1
56,106316,73398,524,112,4,17.3,24,0.62,Master's,Full-time,Single,No,No,Business,Yes,0
21,78230,232830,706,71,2,9.06,36,0.56,Master's,Full-time,Divorced,No,No,Other,No,0
23,15814,73988,628,93,4,3.24,48,0.65,Master's,Full-time,Single,No,No,Home,No,0
62,90557,19857,779,37,4,3.91,24,0.87,High School,Self-employed,Married,No,No,Business,Yes,0
49,26696,90047,781,23,2,20.74,36,0.22,PhD,Part-time,Single,No,No,Auto,Yes,0
69,36168,13701,398,95,4,11.41,48,0.2,Bachelor's,Self-employed,Divorced,No,Yes,Other,No,0
47,140757,231436,466,22,3,13.37,48,0.47,High School,Unemployed,Divorced,No,No,Auto,Yes,0
64,142060,198720,793,69,1,12.87,60,0.16,High School,Unemployed,Divorced,No,No,Education,Yes,0
52,110661,30709,741,73,1,13.57,12,0.84,Bachelor's,Self-employed,Single,No,No,Other,Yes,0
57,23490,116825,421,17,2,3.95,48,0.46,High School,Self-employed,Married,No,No,Auto,Yes,0
69,130068,248637,557,59,1,6.21,24,0.43,Bachelor's,Unemployed,Divorced,No,No,Other,No,0
33,63936,128106,405,63,1,13.23,36,0.33,PhD,Self-employed,Married,Yes,No,Education,No,0
30,125285,172313,635,85,1,22.31,24,0.17,Master's,Self-employed,Single,Yes,No,Education,No,0
67,122002,33590,752,116,2,11.17,48,0.8,PhD,Full-time,Married,Yes,No,Home,No,0
59,86457,150806,809,70,3,8.98,36,0.34,High School,Self-employed,Divorced,Yes,No,Education,No,0
47,137810,225508,325,8,1,13.11,36,0.13,High School,Self-employed,Divorced,No,Yes,Home,Yes,0
36,25188,160349,452,1,4,19.17,12,0.18,High School,Part-time,Divorced,No,Yes,Education,Yes,1
34,24114,116312,582,88,4,3.73,48,0.7,Master's,Self-employed,Married,Yes,Yes,Other,Yes,0
36,128417,45269,432,81,3,9.11,24,0.83,Master's,Part-time,Married,No,No,Education,Yes,0
45,16293,96872,420,90,1,7.78,24,0.54,Bachelor's,Part-time,Divorced,Yes,No,Auto,No,1
43,131626,54614,301,91,4,2.72,12,0.39,PhD,Self-employed,Married,Yes,Yes,Home,Yes,0
54,96439,105579,711,42,3,5.7,36,0.47,High School,Full-time,Married,No,Yes,Auto,Yes,0
43,121216,188407,348,51,2,15.92,60,0.39,High School,Full-time,Married,Yes,No,Education,Yes,0
40,97941,117413,675,23,2,4.58,12,0.45,PhD,Full-time,Married,No,No,Education,Yes,0
26,72181,10592,563,19,3,22.72,24,0.51,Bachelor's,Self-employed,Divorced,No,Yes,Business,Yes,0
29,103036,209538,337,117,3,19.77,48,0.46,Master's,Self-employed,Married,Yes,No,Education,No,0
18,108968,49135,673,56,1,21.54,48,0.5,Bachelor's,Unemployed,Married,No,No,Education,No,0
18,50554,97542,806,19,3,11.42,48,0.61,Master's,Unemployed,Married,Yes,Yes,Home,No,1
64,138307,94549,532,83,3,15.4,12,0.29,Master's,Full-time,Married,Yes,No,Auto,Yes,0
51,103065,207731,672,51,2,4.24,48,0.25,Master's,Self-employed,Divorced,No,No,Auto,No,0
49,138243,232585,409,16,2,3.51,24,0.58,Master's,Full-time,Divorced,No,Yes,Education,No,0
65,82639,118648,574,32,1,17.9,36,0.16,High School,Part-time,Married,Yes,Yes,Education,Yes,0
42,133685,104776,590,36,3,12.67,60,0.84,Bachelor's,Full-time,Married,No,No,Home,No,0
57,34621,156326,695,33,1,23.46,60,0.29,High School,Unemployed,Married,No,No,Home,Yes,0
62,71539,10118,514,119,1,11.59,24,0.44,Master's,Unemployed,Married,No,No,Education,Yes,0
18,43449,185965,794,50,2,20.46,24,0.58,PhD,Full-time,Single,No,No,Other,Yes,1
33,109000,106103,707,102,4,15.06,12,0.42,High School,Self-employed,Single,No,No,Auto,Yes,0
56,70711,187625,694,98,3,3.87,12,0.55,PhD,Unemployed,Married,Yes,No,Business,No,0
22,142369,190352,576,62,4,6.52,36,0.9,Bachelor's,Full-time,Single,Yes,Yes,Education,Yes,0
39,25937,112770,645,32,1,16.85,48,0.67,High School,Unemployed,Single,No,Yes,Education,No,0
46,20551,210598,766,9,1,8.69,48,0.53,High School,Unemployed,Single,Yes,No,Home,No,0
20,98066,246464,778,68,2,3.69,12,0.67,PhD,Full-time,Married,Yes,No,Business,Yes,0
29,144311,188525,479,24,1,12.17,24,0.39,High School,Part-time,Married,No,Yes,Home,No,0
43,37148,114770,310,24,1,6.87,24,0.6,Bachelor's,Self-employed,Married,No,Yes,Auto,No,0
33,113732,170565,517,58,2,5.41,60,0.65,High School,Part-time,Married,Yes,Yes,Home,Yes,0
68,117750,49635,546,95,3,17.7,24,0.87,Bachelor's,Part-time,Single,Yes,Yes,Education,Yes,0
54,69821,86782,636,100,1,8.29,24,0.15,PhD,Full-time,Divorced,Yes,Yes,Auto,Yes,0
39,39662,186856,733,79,2,21.85,48,0.83,High School,Part-time,Married,No,Yes,Education,No,0
46,148500,20127,465,17,3,17.85,24,0.51,Master's,Self-employed,Single,Yes,Yes,Other,Yes,0
31,51548,243295,549,13,2,15.76,36,0.22,PhD,Part-time,Divorced,Yes,No,Business,No,0
45,90560,135269,405,31,3,2.08,60,0.85,PhD,Unemployed,Divorced,Yes,No,Business,Yes,0
22,53070,240525,646,29,4,19.45,60,0.67,Master's,Self-employed,Married,Yes,Yes,Home,Yes,1
64,42052,206164,450,111,2,13.11,60,0.69,High School,Self-employed,Single,No,No,Auto,Yes,0
66,99175,221951,505,114,2,19.28,60,0.21,High School,Unemployed,Married,Yes,No,Other,Yes,0
47,55265,128759,518,44,2,9.07,48,0.81,High School,Unemployed,Divorced,No,Yes,Business,Yes,0
